teacher_id,experience,exp_cat,degree,salary,score,rating,retained
3895,6,Novice,BA,39000,204.3795858,Developing,1
3896,1,New,BA,34000,187.8699869,Minimally Effective,0
3897,36,Career,BA,69000,214.0880329,Developing,1
3898,27,Career,MA,61000,224.8115921,Developing,1
3899,33,Career,MA,67000,283.8264897,Highly Effective,1
3900,1,New,BA,34000,221.0253665,Developing,1
3901,40,Career,BA,75000,202.4856305,Developing,1
3902,2,New,BA,35000,195.382923,Minimally Effective,0
3903,35,Career,BA,68000,208.7444076,Developing,1
3904,11,Mid,BA,46000,222.7192099,Developing,1
3905,20,Experienced,BA,53000,224.706434,Developing,1
3906,24,Experienced,MA,58000,216.5970863,Developing,1
3907,8,Mid,MA,42000,234.8373057,Developing,1
3908,10,Mid,BA,43000,178.5260529,Minimally Effective,0
3909,6,Novice,BA,39000,221.5881534,Developing,1
3910,1,New,MA,35000,280.7240083,Highly Effective,0
3911,17,Experienced,MA,51000,203.9778429,Developing,1
3912,8,Mid,BA,41000,236.3827514,Developing,1
3913,10,Mid,BA,43000,251.3492218,Proficient,1
3914,20,Experienced,BA,53000,246.1280866,Developing,1
3915,2,New,BA,35000,175.6599664,Minimally Effective,1
3916,23,Experienced,BA,56000,245.1610947,Developing,1
3917,6,Novice,BA,39000,218.6996012,Developing,1
3918,20,Experienced,BA,53000,270.8156087,Proficient,1
3919,1,New,BA,34000,159.8746887,Minimally Effective,1
3920,17,Experienced,BA,50000,239.5283001,Developing,1
3921,21,Experienced,BA,54000,252.2986929,Proficient,1
3922,16,Experienced,MA,50000,211.716433,Developing,0
3923,4,Novice,MA,38000,163.3186568,Minimally Effective,0
3924,4,Novice,BA,37000,194.6659659,Minimally Effective,1
3925,4,Novice,MA,38000,167.9158321,Minimally Effective,0
3926,1,New,BA,34000,176.7111701,Minimally Effective,0
3927,23,Experienced,MA,57000,263.4000509,Proficient,1
3928,3,Novice,MA,37000,213.0354598,Developing,1
3929,30,Career,MA,64000,211.5279373,Developing,1
3930,21,Experienced,MA,55000,237.4561782,Developing,1
3931,21,Experienced,BA,54000,232.8279286,Developing,1
3932,7,Mid,MA,41000,207.8543964,Developing,1
3933,25,Career,BA,58000,241.5456444,Developing,1
3934,32,Career,MA,66000,199.8850846,Minimally Effective,1
3935,1,New,BA,34000,186.3915239,Minimally Effective,1
3936,6,Novice,BA,39000,249.852368,Developing,0
3937,8,Mid,BA,41000,231.8665233,Developing,1
3938,13,Mid,MA,47000,231.8543824,Developing,1
3939,5,Novice,BA,38000,236.5345252,Developing,1
3940,11,Mid,MA,45000,238.4721793,Developing,1
3941,9,Mid,MA,43000,197.9077454,Minimally Effective,1
3942,15,Mid,MA,49000,227.2615168,Developing,1
3943,4,Novice,MA,38000,200.9107723,Developing,1
3944,2,New,MA,36000,174.7611465,Minimally Effective,1
3945,3,Novice,BA,36000,199.7998805,Minimally Effective,1
3946,6,Novice,BA,39000,221.2367309,Developing,1
3947,21,Experienced,MA,55000,220.8227852,Developing,1
3948,1,New,BA,34000,274.8287366,Proficient,0
3949,2,New,MA,36000,277.3056891,Highly Effective,0
3950,29,Career,BA,64000,200.7956856,Developing,1
3951,23,Experienced,MA,57000,231.3810846,Developing,1
3952,26,Career,MA,60000,213.7569902,Developing,1
3953,7,Mid,BA,40000,214.204562,Developing,1
3954,5,Novice,BA,38000,222.394386,Developing,1
3955,9,Mid,BA,42000,259.9724559,Proficient,1
3956,28,Career,BA,65000,253.7545713,Proficient,1
3957,8,Mid,BA,41000,248.3156392,Developing,1
3958,4,Novice,MA,38000,298.8548815,Highly Effective,1
3959,4,Novice,MA,38000,189.3386124,Minimally Effective,1
3960,8,Mid,BA,41000,245.6097848,Developing,1
3961,21,Experienced,MA,55000,268.8610043,Proficient,0
3962,7,Mid,BA,40000,217.7139616,Developing,0
3963,27,Career,BA,60000,300,Highly Effective,0
3964,26,Career,BA,59000,255.1442621,Proficient,1
3965,19,Experienced,BA,52000,173.508557,Minimally Effective,1
3966,7,Mid,MA,41000,266.7813622,Proficient,1
3967,28,Career,MA,62000,229.656825,Developing,1
3968,1,New,BA,34000,182.659253,Minimally Effective,1
3969,24,Experienced,BA,57000,257.301092,Proficient,1
3970,3,Novice,MA,37000,186.5930294,Minimally Effective,0
3971,14,Mid,BA,47000,263.0741783,Proficient,0
3972,2,New,BA,35000,190.9051097,Minimally Effective,0
3973,32,Career,BA,67000,187.1549704,Minimally Effective,1
3974,19,Experienced,BA,52000,263.7051802,Proficient,1
3975,6,Novice,MA,40000,218.0555702,Developing,0
3976,9,Mid,BA,42000,237.0515567,Developing,1
3977,3,Novice,BA,36000,197.0501097,Minimally Effective,1
3978,6,Novice,BA,39000,220.0994627,Developing,1
3979,7,Mid,BA,40000,231.839655,Developing,0
3980,22,Experienced,MA,56000,204.5464343,Developing,0
3981,14,Mid,BA,47000,228.6352563,Developing,0
3982,4,Novice,BA,37000,279.0727788,Highly Effective,0
3983,20,Experienced,BA,53000,217.5276765,Developing,0
3984,7,Mid,BA,40000,241.5940082,Developing,1
3985,8,Mid,MA,42000,246.7317034,Developing,0
3986,1,New,MA,35000,209.6980118,Developing,0
3987,28,Career,MA,62000,252.1350421,Proficient,0
3988,33,Career,MA,67000,183.1590403,Minimally Effective,0
3989,37,Career,MA,71000,219.1898341,Developing,1
3990,13,Mid,MA,47000,222.0761599,Developing,1
3991,5,Novice,MA,39000,207.9089833,Developing,1
3992,17,Experienced,MA,51000,240.9938832,Developing,0
3993,2,New,BA,35000,221.0657287,Developing,1
3994,17,Experienced,BA,52000,238.2994174,Developing,1
3995,8,Mid,BA,41000,226.4836908,Developing,0
3996,8,Mid,BA,41000,230.1081565,Developing,0
3997,1,New,MA,35000,185.2137532,Minimally Effective,1
3998,5,Novice,BA,38000,216.3283298,Developing,0
3999,8,Mid,MA,42000,229.6192224,Developing,1
4.00E+03,6,Novice,MA,40000,240.4393815,Developing,1
4001,22,Experienced,MA,56000,245.1623131,Developing,1
4002,5,Novice,BA,38000,263.5004788,Proficient,0
4003,3,Novice,MA,37000,213.6768983,Developing,1
4004,36,Career,MA,70000,274.1896913,Proficient,1
4005,6,Novice,MA,40000,232.7082687,Developing,1
4006,26,Career,MA,60000,219.9687432,Developing,1
4007,2,New,BA,35000,179.5032671,Minimally Effective,0
4008,2,New,MA,36000,165.6472422,Minimally Effective,1
4009,27,Career,BA,60000,263.4291011,Proficient,1
4010,2,New,MA,36000,191.1158481,Minimally Effective,0
4011,12,Mid,BA,45000,203.2383679,Developing,1
4012,27,Career,BA,60000,190.9286546,Minimally Effective,1
4013,37,Career,BA,70000,244.7228157,Developing,1
4014,15,Mid,MA,49000,262.0919828,Proficient,1
4015,8,Mid,MA,42000,211.0163219,Developing,1
4016,32,Career,BA,65000,226.5774781,Developing,0
4017,13,Mid,MA,47000,201.0399243,Developing,1
4018,38,Career,MA,72000,240.8228894,Developing,1
4019,24,Experienced,MA,58000,230.810652,Developing,0
4020,4,Novice,MA,38000,198.9416421,Minimally Effective,1
4021,19,Experienced,BA,52000,242.1696939,Developing,0
4022,14,Mid,BA,47000,250.5575118,Proficient,1
4023,3,Novice,BA,36000,192.5582148,Minimally Effective,1
4024,17,Experienced,BA,52000,205.0928474,Developing,1
4025,30,Career,MA,64000,254.5470289,Proficient,1
4026,11,Mid,MA,45000,217.6857673,Developing,1
4027,1,New,MA,35000,189.9155364,Minimally Effective,0
4028,6,Novice,BA,39000,249.8724538,Developing,1
4029,6,Novice,MA,40000,237.1716834,Developing,1
4030,17,Experienced,BA,50000,233.737486,Developing,1
4031,9,Mid,BA,42000,242.1700848,Developing,1
4032,1,New,BA,34000,148.5090819,Ineffective,0
4033,5,Novice,BA,38000,225.2076378,Developing,1
4034,6,Novice,BA,39000,193.0379228,Minimally Effective,1
4035,15,Mid,BA,48000,241.1797716,Developing,1
4036,1,New,BA,34000,168.8638565,Minimally Effective,1
4037,25,Career,MA,59000,224.1709094,Developing,1
4038,17,Experienced,MA,53000,208.4516823,Developing,1
4039,2,New,BA,35000,203.0645112,Developing,0
4040,20,Experienced,MA,54000,218.1708316,Developing,1
4041,10,Mid,BA,43000,248.361185,Developing,0
4042,26,Career,BA,59000,239.5957482,Developing,0
4043,31,Career,BA,66000,224.9067895,Developing,1
4044,3,Novice,BA,36000,232.5952055,Developing,1
4045,17,Experienced,BA,50000,249.0916325,Developing,0
4046,5,Novice,BA,38000,184.1547028,Minimally Effective,1
4047,2,New,MA,36000,177.290794,Minimally Effective,1
4048,4,Novice,BA,37000,209.4650596,Developing,1
4049,19,Experienced,BA,52000,233.5859306,Developing,1
4050,10,Mid,MA,44000,266.396279,Proficient,0
4051,4,Novice,BA,37000,265.2440668,Proficient,0
4052,22,Experienced,BA,55000,246.5632162,Developing,1
4053,12,Mid,MA,46000,226.4670117,Developing,0
4054,4,Novice,MA,38000,213.5051934,Developing,1
4055,11,Mid,BA,44000,291.7655702,Highly Effective,1
4056,5,Novice,BA,38000,223.7776119,Developing,0
4057,26,Career,MA,60000,230.3990054,Developing,1
4058,1,New,BA,34000,127.6213464,Ineffective,0
4059,2,New,BA,35000,183.1044586,Minimally Effective,1
4060,11,Mid,BA,44000,183.0229123,Minimally Effective,1
4061,9,Mid,BA,42000,206.6048297,Developing,1
4062,7,Mid,BA,40000,211.0400545,Developing,0
4063,1,New,BA,34000,133.7428678,Ineffective,1
4064,9,Mid,BA,42000,211.8760706,Developing,1
4065,6,Novice,BA,39000,217.2172918,Developing,1
4066,11,Mid,BA,46000,234.5202144,Developing,1
4067,9,Mid,BA,42000,218.0156787,Developing,1
4068,35,Career,BA,68000,254.5949495,Proficient,1
4069,20,Experienced,BA,53000,241.2968368,Developing,0
4070,21,Experienced,BA,54000,204.781553,Developing,1
4071,10,Mid,BA,43000,239.7582145,Developing,1
4072,26,Career,BA,61000,219.6155534,Developing,1
4073,14,Mid,BA,49000,195.5507045,Minimally Effective,1
4074,19,Experienced,MA,53000,273.9181615,Proficient,1
4075,13,Mid,MA,49000,216.1891887,Developing,1
4076,15,Mid,MA,49000,275.6145138,Highly Effective,1
4077,32,Career,BA,65000,228.0791762,Developing,1
4078,15,Mid,BA,48000,230.2325552,Developing,1
4079,18,Experienced,MA,52000,191.852763,Minimally Effective,1
4080,12,Mid,BA,45000,241.2863554,Developing,0
4081,16,Experienced,BA,49000,232.0387966,Developing,1
4082,29,Career,BA,64000,213.0247984,Developing,1
4083,14,Mid,BA,47000,198.0862762,Minimally Effective,0
4084,24,Experienced,MA,58000,216.3204072,Developing,1
4085,27,Career,BA,60000,255.6557397,Proficient,1
4086,10,Mid,BA,43000,195.4067757,Minimally Effective,1
4087,1,New,MA,35000,137.1411432,Ineffective,1
4088,5,Novice,BA,38000,211.6625731,Developing,0
4089,3,Novice,BA,36000,142.6358011,Ineffective,1
4090,1,New,BA,34000,164.6646406,Minimally Effective,0
4091,10,Mid,BA,43000,214.893092,Developing,1
4092,2,New,MA,36000,220.8829264,Developing,0
4093,4,Novice,MA,38000,196.6628319,Minimally Effective,1
4094,11,Mid,MA,47000,255.2415818,Proficient,1
4095,19,Experienced,MA,55000,252.8611714,Proficient,1
4096,35,Career,BA,68000,211.0278547,Developing,0
4097,21,Experienced,BA,54000,240.3782478,Developing,0
4098,10,Mid,BA,43000,202.8454993,Developing,0
4099,15,Mid,BA,48000,247.6429858,Developing,1
4100,36,Career,BA,69000,223.0306485,Developing,1
4101,23,Experienced,MA,57000,270.3674914,Proficient,0
4102,16,Experienced,MA,50000,237.122288,Developing,1
4103,1,New,BA,34000,180.0993262,Minimally Effective,1
4104,23,Experienced,BA,56000,215.1929288,Developing,1
4105,8,Mid,BA,41000,220.8731037,Developing,1
4106,18,Experienced,MA,52000,239.8959782,Developing,1
4107,18,Experienced,BA,51000,216.3437377,Developing,1
4108,22,Experienced,MA,56000,254.0408697,Proficient,1
4109,13,Mid,BA,50000,221.2242078,Developing,1
4110,1,New,MA,35000,195.1602509,Minimally Effective,1
4111,10,Mid,BA,43000,272.3821558,Proficient,1
4112,11,Mid,MA,45000,251.4766173,Proficient,1
4113,33,Career,MA,67000,201.8280426,Developing,1
4114,8,Mid,BA,41000,236.8166001,Developing,1
4115,4,Novice,MA,38000,179.3093559,Minimally Effective,1
4116,20,Experienced,MA,56000,235.7990764,Developing,1
4117,8,Mid,BA,41000,171.3069781,Minimally Effective,1
4118,18,Experienced,BA,51000,222.4951276,Developing,1
4119,9,Mid,MA,43000,213.4106657,Developing,1
4120,6,Novice,PhD or EdD,41000,203.0516077,Developing,1
4121,25,Career,MA,59000,211.3331048,Developing,1
4122,1,New,BA,34000,197.0654391,Minimally Effective,1
4123,1,New,BA,34000,185.6974763,Minimally Effective,0
4124,2,New,BA,35000,195.582393,Minimally Effective,1
4125,18,Experienced,BA,51000,213.6873416,Developing,0
4126,2,New,BA,35000,190.5215175,Minimally Effective,1
4127,11,Mid,MA,45000,279.4529839,Highly Effective,1
4128,33,Career,BA,66000,233.1313888,Developing,1
4129,12,Mid,MA,46000,266.87744,Proficient,0
4130,2,New,MA,36000,174.9095525,Minimally Effective,1
4131,29,Career,BA,62000,235.2411752,Developing,1
4132,25,Career,BA,58000,258.6751069,Proficient,1
4133,1,New,BA,34000,129.7312926,Ineffective,1
4134,22,Experienced,BA,57000,224.3463842,Developing,1
4135,23,Experienced,MA,57000,236.1092178,Developing,1
4136,20,Experienced,BA,53000,235.7695228,Developing,1
4137,11,Mid,BA,44000,185.7507302,Minimally Effective,1
4138,14,Mid,BA,47000,207.5182679,Developing,1
4139,17,Experienced,BA,50000,267.8162096,Proficient,1
4140,6,Novice,BA,39000,238.266715,Developing,1
4141,4,Novice,PhD or EdD,39000,201.0640657,Developing,1
4142,3,Novice,BA,36000,203.7504282,Developing,1
4143,3,Novice,MA,37000,213.6836479,Developing,1
4144,13,Mid,MA,47000,264.6630278,Proficient,0
4145,12,Mid,MA,46000,236.4507534,Developing,0
4146,1,New,MA,35000,214.4980915,Developing,1
4147,1,New,BA,34000,196.3916931,Minimally Effective,1
4148,4,Novice,MA,38000,208.8010099,Developing,1
4149,4,Novice,BA,37000,236.2312567,Developing,1
4150,28,Career,MA,62000,218.6856461,Developing,1
4151,9,Mid,BA,42000,207.777037,Developing,1
4152,15,Mid,BA,48000,236.2014503,Developing,1
4153,14,Mid,MA,48000,263.8393169,Proficient,1
4154,13,Mid,MA,47000,237.1819967,Developing,1
4155,32,Career,MA,66000,238.4829725,Developing,1
4156,14,Mid,BA,47000,224.8422991,Developing,1
4157,26,Career,BA,63000,268.7389615,Proficient,1
4158,22,Experienced,MA,56000,221.6242229,Developing,1
4159,14,Mid,MA,48000,223.6350292,Developing,1
4160,3,Novice,BA,36000,270.5552268,Proficient,1
4161,4,Novice,MA,38000,185.7660909,Minimally Effective,1
4162,17,Experienced,BA,50000,241.0810926,Developing,0
4163,5,Novice,MA,39000,183.3443211,Minimally Effective,1
4164,1,New,MA,35000,245.9208114,Developing,0
4165,32,Career,BA,67000,226.8962527,Developing,1
4166,8,Mid,BA,41000,219.0932757,Developing,1
4167,20,Experienced,BA,53000,206.0522237,Developing,1
4168,17,Experienced,BA,50000,249.4503466,Developing,1
4169,4,Novice,MA,38000,207.1305148,Developing,1
4170,4,Novice,BA,37000,248.4781406,Developing,1
4171,9,Mid,MA,43000,261.7389343,Proficient,1
4172,9,Mid,BA,42000,236.3758577,Developing,1
4173,11,Mid,MA,45000,260.9234373,Proficient,1
4174,7,Mid,BA,40000,212.3733027,Developing,1
4175,9,Mid,BA,42000,232.4292817,Developing,1
4176,11,Mid,BA,44000,256.8474503,Proficient,1
4177,1,New,MA,35000,224.4026343,Developing,1
4178,8,Mid,BA,41000,225.5306671,Developing,0
4179,11,Mid,BA,44000,256.1280862,Proficient,1
4180,31,Career,BA,64000,216.1136432,Developing,1
4181,5,Novice,MA,39000,223.5909185,Developing,1
4182,34,Career,MA,68000,228.4729079,Developing,1
4183,3,Novice,MA,37000,199.7396627,Minimally Effective,0
4184,27,Career,BA,62000,227.0873145,Developing,0
4185,21,Experienced,BA,54000,283.594793,Highly Effective,1
4186,21,Experienced,BA,54000,190.624926,Minimally Effective,1
4187,24,Experienced,BA,57000,187.0321272,Minimally Effective,1
4188,14,Mid,MA,48000,192.6097305,Minimally Effective,1
4189,14,Mid,BA,47000,248.6026595,Developing,1
4190,20,Experienced,BA,53000,210.6984494,Developing,0
4191,20,Experienced,BA,53000,183.7226858,Minimally Effective,1
4192,6,Novice,MA,40000,234.3217971,Developing,1
4193,11,Mid,PhD or EdD,46000,203.0112565,Developing,1
4194,2,New,BA,35000,240.1346305,Developing,0
4195,7,Mid,BA,40000,239.8360823,Developing,1
4196,1,New,BA,34000,212.7341277,Developing,0
4197,9,Mid,BA,42000,203.1809871,Developing,1
4198,3,Novice,MA,37000,258.2980868,Proficient,1
4199,14,Mid,MA,48000,190.3254039,Minimally Effective,1
4200,22,Experienced,MA,58000,295.6159685,Highly Effective,1
4201,20,Experienced,BA,53000,230.5240012,Developing,1
4202,18,Experienced,MA,52000,212.3193186,Developing,1
4203,13,Mid,BA,48000,207.5210415,Developing,0
4204,21,Experienced,PhD or EdD,56000,255.5273762,Proficient,1
4205,15,Mid,BA,50000,234.7411161,Developing,1
4206,28,Career,MA,62000,265.8279259,Proficient,1
4207,4,Novice,MA,38000,234.028219,Developing,1
4208,12,Mid,BA,45000,208.9494114,Developing,1
4209,6,Novice,MA,40000,225.7619292,Developing,1
4210,25,Career,BA,58000,245.5284368,Developing,1
4211,7,Mid,BA,40000,204.8053599,Developing,1
4212,38,Career,BA,71000,200.6163182,Developing,0
4213,10,Mid,MA,44000,193.5064426,Minimally Effective,1
4214,34,Career,MA,70000,211.7348585,Developing,0
4215,17,Experienced,MA,51000,242.9379272,Developing,1
4216,20,Experienced,MA,54000,239.5083436,Developing,1
4217,18,Experienced,MA,52000,250.2153375,Proficient,1
4218,31,Career,BA,64000,234.5802521,Developing,0
4219,7,Mid,BA,40000,282.3679462,Highly Effective,0
4220,15,Mid,BA,48000,192.1788042,Minimally Effective,0
4221,27,Career,BA,60000,241.1786865,Developing,1
4222,9,Mid,MA,43000,240.0536553,Developing,1
4223,22,Experienced,MA,60000,263.4883271,Proficient,1
4224,1,New,BA,34000,184.9029237,Minimally Effective,1
4225,9,Mid,BA,42000,197.9858753,Minimally Effective,1
4226,3,Novice,MA,37000,235.0486535,Developing,1
4227,11,Mid,BA,44000,195.8469945,Minimally Effective,1
4228,9,Mid,BA,42000,206.3167862,Developing,1
4229,24,Experienced,BA,57000,231.7894007,Developing,0
4230,26,Career,BA,59000,223.6500399,Developing,1
4231,5,Novice,PhD or EdD,40000,227.5870437,Developing,1
4232,31,Career,BA,68000,211.475226,Developing,1
4233,9,Mid,BA,42000,209.3396347,Developing,1
4234,13,Mid,BA,46000,297.8351915,Highly Effective,0
4235,30,Career,MA,64000,264.2796509,Proficient,1
4236,12,Mid,BA,45000,203.6586446,Developing,1
4237,1,New,BA,34000,174.8846092,Minimally Effective,0
4238,7,Mid,BA,40000,182.1965385,Minimally Effective,1
4239,14,Mid,MA,52000,225.0986258,Developing,1
4240,21,Experienced,BA,58000,196.4314633,Minimally Effective,1
4241,30,Career,BA,63000,239.3828206,Developing,1
4242,1,New,BA,34000,171.2785889,Minimally Effective,1
4243,33,Career,BA,66000,207.6681153,Developing,1
4244,14,Mid,MA,50000,165.4567404,Minimally Effective,1
4245,25,Career,BA,58000,255.7319373,Proficient,1
4246,4,Novice,MA,38000,191.839553,Minimally Effective,1
4247,27,Career,BA,60000,272.6684347,Proficient,1
4248,10,Mid,MA,44000,228.425301,Developing,1
4249,24,Experienced,BA,57000,229.6254846,Developing,1
4250,2,New,BA,35000,219.9319998,Developing,1
4251,33,Career,MA,71000,196.2228295,Minimally Effective,1
4252,6,Novice,MA,40000,220.2069771,Developing,1
4253,14,Mid,MA,50000,202.6567724,Developing,1
4254,18,Experienced,MA,52000,238.7254303,Developing,0
4255,1,New,BA,34000,212.7837354,Developing,1
4256,34,Career,BA,67000,225.7961742,Developing,0
4257,5,Novice,BA,38000,152.7129406,Minimally Effective,1
4258,24,Experienced,BA,57000,224.9415243,Developing,1
4259,1,New,MA,35000,177.4726846,Minimally Effective,1
4260,10,Mid,MA,44000,283.4597006,Highly Effective,0
4261,14,Mid,MA,48000,230.7546185,Developing,1
4262,27,Career,BA,62000,189.8379512,Minimally Effective,1
4263,16,Experienced,BA,49000,215.069243,Developing,1
4264,28,Career,BA,61000,214.8526243,Developing,1
4265,3,Novice,MA,37000,206.5453466,Developing,0
4266,22,Experienced,BA,55000,270.5463277,Proficient,1
4267,32,Career,MA,68000,259.5125348,Proficient,1
4268,4,Novice,BA,37000,296.9701387,Highly Effective,1
4269,11,Mid,BA,44000,230.3736606,Developing,0
4270,1,New,MA,35000,192.5473963,Minimally Effective,0
4271,2,New,BA,35000,221.9428872,Developing,0
4272,12,Mid,MA,46000,198.8223626,Minimally Effective,1
4273,4,Novice,BA,37000,223.8942659,Developing,0
4274,7,Mid,BA,40000,235.8627409,Developing,0
4275,2,New,BA,35000,218.8089077,Developing,1
4276,25,Career,BA,58000,237.9559254,Developing,1
4277,2,New,BA,35000,136.4711944,Ineffective,1
4278,9,Mid,BA,42000,235.6152991,Developing,1
4279,26,Career,BA,61000,256.6220605,Proficient,0
4280,7,Mid,BA,40000,234.806881,Developing,1
4281,4,Novice,BA,37000,248.3197211,Developing,1
4282,18,Experienced,BA,51000,233.5577027,Developing,1
4283,19,Experienced,BA,52000,232.9760088,Developing,1
4284,8,Mid,MA,42000,198.6504928,Minimally Effective,1
4285,5,Novice,BA,38000,217.9812998,Developing,1
4286,3,Novice,BA,36000,251.5224099,Proficient,0
4287,14,Mid,MA,50000,237.4723967,Developing,1
4288,20,Experienced,BA,53000,213.9165479,Developing,1
4289,24,Experienced,BA,57000,252.4915747,Proficient,1
4290,31,Career,MA,65000,300,Highly Effective,1
4291,10,Mid,MA,44000,213.6760951,Developing,1
4292,22,Experienced,MA,56000,238.2848124,Developing,1
4293,1,New,BA,34000,227.7510959,Developing,0
4294,2,New,BA,35000,292.5986893,Highly Effective,0
4295,6,Novice,MA,40000,253.0213956,Proficient,1
4296,31,Career,BA,64000,234.3322519,Developing,1
4297,5,Novice,BA,38000,259.3975097,Proficient,1
4298,22,Experienced,BA,55000,243.3918612,Developing,1
4299,12,Mid,BA,45000,231.4388082,Developing,1
4300,13,Mid,BA,46000,245.8213133,Developing,1
4301,5,Novice,BA,38000,213.564052,Developing,1
4302,1,New,BA,34000,195.4577452,Minimally Effective,1
4303,13,Mid,BA,46000,256.9484196,Proficient,1
4304,27,Career,BA,60000,223.6355805,Developing,1
4305,16,Experienced,BA,49000,228.9870431,Developing,1
4306,34,Career,BA,67000,223.5094473,Developing,1
4307,11,Mid,MA,47000,252.8865775,Proficient,1
4308,15,Mid,MA,49000,237.0140312,Developing,1
4309,2,New,BA,35000,183.4537728,Minimally Effective,1
4310,1,New,MA,35000,255.3372303,Proficient,1
4311,28,Career,BA,61000,227.2956034,Developing,1
4312,2,New,BA,35000,219.6781691,Developing,1
4313,13,Mid,BA,48000,189.7801512,Minimally Effective,1
4314,1,New,BA,34000,141.1227772,Ineffective,1
4315,4,Novice,BA,37000,229.9166368,Developing,1
4316,24,Experienced,MA,58000,203.430986,Developing,1
4317,5,Novice,BA,38000,202.7603733,Developing,1
4318,4,Novice,MA,38000,220.5223147,Developing,1
4319,24,Experienced,BA,57000,240.2891633,Developing,1
4320,4,Novice,BA,37000,236.9921012,Developing,1
4321,10,Mid,BA,43000,235.5292929,Developing,1
4322,6,Novice,BA,39000,209.2255538,Developing,1
4323,4,Novice,MA,38000,208.602996,Developing,0
4324,19,Experienced,BA,52000,257.6778624,Proficient,1
4325,5,Novice,MA,39000,160.7209068,Minimally Effective,1
4326,5,Novice,BA,38000,225.6104224,Developing,1
4327,17,Experienced,BA,50000,216.7996731,Developing,1
4328,21,Experienced,BA,56000,255.7825168,Proficient,1
4329,6,Novice,BA,39000,276.7273049,Highly Effective,0
4330,7,Mid,MA,41000,211.5030202,Developing,1
4331,12,Mid,BA,45000,279.572415,Highly Effective,1
4332,28,Career,BA,61000,190.973577,Minimally Effective,1
4333,10,Mid,MA,44000,239.1254731,Developing,1
4334,2,New,BA,35000,229.3258659,Developing,1
4335,12,Mid,MA,46000,236.3703752,Developing,1
4336,23,Experienced,BA,56000,224.4230399,Developing,1
4337,2,New,BA,35000,167.585582,Minimally Effective,1
4338,9,Mid,BA,42000,198.3818577,Minimally Effective,1
4339,3,Novice,MA,37000,224.1357134,Developing,1
4340,23,Experienced,MA,57000,201.1789825,Developing,1
4341,5,Novice,MA,39000,187.162976,Minimally Effective,1
4342,4,Novice,PhD or EdD,39000,215.8073856,Developing,1
4343,9,Mid,BA,42000,197.7391937,Minimally Effective,1
4344,13,Mid,BA,46000,202.4923005,Developing,1
4345,8,Mid,MA,42000,221.6091083,Developing,0
4346,17,Experienced,BA,50000,221.857583,Developing,0
4347,1,New,BA,34000,215.1327824,Developing,1
4348,31,Career,MA,65000,254.7410831,Proficient,1
4349,5,Novice,MA,39000,173.6236232,Minimally Effective,1
4350,6,Novice,BA,39000,183.0161871,Minimally Effective,1
4351,5,Novice,MA,39000,288.9486878,Highly Effective,1
4352,17,Experienced,MA,51000,195.6179707,Minimally Effective,1
4353,1,New,BA,34000,191.6435233,Minimally Effective,1
4354,14,Mid,MA,48000,248.527903,Developing,1
4355,8,Mid,BA,41000,261.6716111,Proficient,0
4356,8,Mid,BA,41000,295.9981163,Highly Effective,0
4357,37,Career,BA,70000,216.3417234,Developing,1
4358,4,Novice,BA,37000,157.1393243,Minimally Effective,1
4359,32,Career,MA,70000,229.804904,Developing,1
4360,13,Mid,BA,46000,230.0429901,Developing,1
4361,13,Mid,BA,46000,236.9618602,Developing,1
4362,4,Novice,BA,37000,220.5005863,Developing,1
4363,15,Mid,MA,49000,235.6731263,Developing,1
4364,10,Mid,BA,43000,232.666248,Developing,1
4365,18,Experienced,BA,51000,209.6578123,Developing,1
4366,2,New,BA,35000,201.4750034,Developing,0
4367,7,Mid,MA,41000,184.6157057,Minimally Effective,1
4368,3,Novice,MA,37000,197.0488751,Minimally Effective,1
4369,2,New,MA,36000,234.8760493,Developing,1
4370,4,Novice,BA,37000,248.7977968,Developing,1
4371,20,Experienced,MA,54000,229.1585651,Developing,1
4372,2,New,MA,36000,246.1894426,Developing,1
4373,13,Mid,MA,47000,254.7708257,Proficient,1
4374,22,Experienced,BA,55000,236.9248872,Developing,1
4375,27,Career,MA,61000,211.0389374,Developing,1
4376,13,Mid,MA,47000,263.9103794,Proficient,1
4377,1,New,MA,35000,154.2916535,Minimally Effective,0
4378,19,Experienced,BA,52000,220.5115656,Developing,0
4379,20,Experienced,MA,54000,206.9055579,Developing,0
4380,14,Mid,BA,47000,231.4281827,Developing,1
4381,14,Mid,MA,48000,214.720204,Developing,0
4382,4,Novice,BA,37000,234.0761685,Developing,1
4383,6,Novice,MA,40000,260.3256378,Proficient,1
4384,17,Experienced,BA,50000,205.5100752,Developing,0
4385,7,Mid,MA,41000,258.0587531,Proficient,1
4386,14,Mid,BA,47000,212.992637,Developing,1
4387,5,Novice,MA,39000,243.4340362,Developing,1
4388,24,Experienced,MA,60000,217.8820203,Developing,1
4389,21,Experienced,MA,55000,209.2183903,Developing,1
4390,18,Experienced,BA,51000,244.8119301,Developing,1
4391,13,Mid,BA,46000,222.2460973,Developing,1
4392,14,Mid,MA,48000,259.0395917,Proficient,1
4393,8,Mid,MA,42000,200.4995505,Developing,0
4394,6,Novice,BA,39000,226.5591124,Developing,1
4395,1,New,BA,34000,160.1424334,Minimally Effective,1
4396,27,Career,MA,63000,227.3796137,Developing,1
