Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 28 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
98,3/13/2017 10:00,3/13/2017 10:06,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489413612_58c6a5ec555922.20607568,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,24.193.116.145,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,1821,Cohort 27,50308,,K030,,,,,,,,,8,,,,,,,,,,English,3/10/2011,Effective+,Effective+,Effective+,"Students were working on a final essay using an informational text and  the novel Inside Out and Back Again on the theme of Finding Home: Refugees. Ms. Joseph had created a thorough and extensive packet of graphic organizers and check lists to help support the essay writing. In the packet was the fully explained writing assignment, a schedule of due dates, a check list for each paragraph, several anchor charts and guides for each paragraph, a graphic organizer for each body paragraph, an editing guide, and peer feedback guides. The learning activities were aligned to instructional outcomes, generous amounts of time were allocated to completing the essay, and the clear structure supported the students through the thinking, writing, revising, editing and reviewing process.",Effective+,Highly Effective,Highly Effective,"The students were trying very hard to complete the writing. They worked quietly and diligently for the full period, following the guidelines on the graphic organizer. Ms. Joseph moved around the room holding writing conferences with individual students.",Effective,Effective,Effective+,"All students were writing. The room was quiet. The directions on the graphic organizer were logical and clear and students were grappling with ways to write in response.  Ms. Joseph asked pertinent questions during her writing conferences.  It would have helped to have a bit of whole group discussion during the writing period to move instruction along by interrupting at various points for students to share what they had written to inspire students who were stuck or to receive feedback from the teacher and their peers. Assessment was on-going, self directed by the students as they worked on their writing based on the guidelines in the packet and by Ms. Joseph as she moved around the room conducting individual conferences. More efficient instruction based on the assessment could have been made by occasionally interrupting the writing to share good responses as models for struggling students and to correct general writing problems as they cropped up.",Effective,This was a very well-prepared lesson that was well executed.,Average,
100,3/13/2017 12:50,3/13/2017 12:53,Partial,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489423843_58c6cde3319e16.04788655,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3/13/2017 14:20,3/13/2017 14:21,Partial,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489429214_58c6e2de2626b6.72810329,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,173.77.6.27,-74.22059631,40.52999878,United States,Staten Island,NY,10309,2022,Cohort 27,50173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3/13/2017 14:23,3/13/2017 14:35,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489429372_58c6e37c727e15.75308513,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51308,M092,,,,,4,,,,,,,,,CTT/ICT,,,,,Special Education,02/03/0017,Effective,Effective,Effective,the fellow has been able to separate herself from the classroom teacher and plan well for her students,Effective,Effective,Effective,the fellow has instituted wonderful guidelines and modeling for her students,Developing+,Effective,Developing,she is working on formative assessment as well as feedback for her students,Developing+,still a work in progress,Average,
104,3/13/2017 14:29,3/13/2017 14:55,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489429766_58c6e506018f00.74080758,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,173.77.6.27,-74.22059631,40.52999878,United States,Staten Island,NY,10309,2022,Cohort 27,50173,,K667,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,2/28/2017,Effective,Developing+,Developing+,"This observation was a bit unconventional.  The class was an advisory (9th grade).  David teaches most of the group twice each day in addition to this twice weekly, values and character building class.  David was knowledgeable and despite the delicate topic, students discussed prejudice in a mature way.",Effective,Effective,Developing+,Process and procedure was a bit more relaxed based on the topicand the need to create an environment comfortable enough to share values.  David allayed most fears and his own maturity and ease with these familiar students made for a strong outcome.,Effective,Effective,Effective+,"Assessment was not an integral part of this value-based discussion, but David was dilligent and conscious of all students and their level of participation both in their paired groups and in the whole group discussion.",Effective+,David wants to be a better teacher and he accepts both direction and suggestion very well.  He is continually self-reflective and confident.  He clearly enjoys what he's doing and it shows.,Above Average,
105,3/13/2017 14:35,3/13/2017 14:50,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489430126_58c6e66e4b8c82.03978961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51309,M50,,,2,,,,,,,,,,,CTT/ICT,,,,,Special Education,03/10/0017,Effective,Effective,Effective,"the fellow is looking for ways to co-plan, there are still factors that don't let it occur. However, we had time to get materials to use for the curriculum",Effective,Effective,Effective,the fellow works well with his students,Developing+,Effective,Developing+,the fellow is working on formative assessment and sharing with his students,Effective,he is constantly reflecting on how to improve his lessons,Average,
106,3/13/2017 15:26,3/13/2017 15:41,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489433176_58c6f2586162c9.57162992,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51323,X132,,,,3,4,,,,,,,,,,Self-contained,,,,Special Education,02/07/0017,Effective,Effective,Effective,the fellow has reorganized the classroom which he has taken over and made it a welcoming place for his students and has begun to design clear lessons,Effective,Developing+,Effective,he has begun to share his expectations of good behavior with his students,Developing+,Developing+,Developing+,he is aware of his limitations and has expressed his desire to learn new techniques and strategies,Developing+,has begun to self analyze his lessons,Average,
107,3/13/2017 15:42,3/13/2017 15:50,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489434120_58c6f6083fc6c1.89473284,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51326,X132,,,,,4,,,,,,,,,CTT/ICT,,,,,Special Education,02/07/0017,Developing+,Developing+,Developing+,"the fellow is looking for ways to co-plan, there are still factors that don't let it occur. However, we had time to get materials to use for the curriculum",Effective,Developing+,Developing+,"the fellow works well with her students, however, she has some roadblocks to get over in the classroom",N/A,Developing+,Developing+,the fellow is working on formative assessment and sharing with his students,Developing+,"the fellow has not had the opportunity, as yet, to teach a lesson",Average,
108,3/13/2017 15:50,3/13/2017 15:58,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489434607_58c6f7efa81d42.38441218,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51312,Q100,,,,,,5,,,,,,,,,Self-contained,,,,Special Education,03/08/0017,Effective+,Effective+,Effective,the fellow has taken the class over in Dec and has created a strong learning environment,Effective,Effective,Effective,"She has shared, through modeling, socialization with accountable talk and feedback",Effective,Effective,Effective,"she has begun some formative assessment, still looking engage her students in how they are doing",Effective,She accurately assesses her lessons and is constantly looking to improve,Above Average,
109,3/13/2017 16:16,3/13/2017 16:26,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489436159_58c6fdff5f6847.68287665,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51315,Q358,,,,,,,6,7,,,,,,CTT/ICT,,,,,Special Education,2/17/2017,Developing+,Developing+,Developing+,"The fellow has to find the time to co-plan with 4 teachers, some are available",Developing+,Developing+,Developing+,"She is trying to incorporate her teaching with the others, she is supportive to her students",Developing+,Developing+,Developing+,She has shared feedback with some of her students,Developing+,We had time to assess some of her lessons,Average,
110,3/13/2017 16:26,3/13/2017 16:33,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489436778_58c7006a82d308.29118085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51304,Q273,K,,,,,,,,,,,,,CTT/ICT,,,,,Special Education,2/8/2017,Developing+,Developing+,Developing+,"The fellow is trying to coordinate her lessons to the IEP's, but needs to get to see them",Developing+,Developing+,Developing+,"She is trying to establish herself as a teacher to her students, newly placed and not given enough responsiblity",Developing+,Developing+,Developing+,Still trying to find a way to work individually with her students,Developing,"As a newly placed teacher, she has not had the opportunity to assess all",Average,
111,3/13/2017 16:33,3/13/2017 16:39,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489437196_58c7020c5743f5.89057351,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.224.202.101,-73.5530014,40.66320038,United States,Merrick,NY,11566,2083,Cohort 28,,51328,Q237,,,,,,,6,7,,,,,,CTT/ICT,Self-contained,,,,Special Education,2/28/2017,Developing+,Developing+,Developing+,The fellow is newly assigned to many ITC positions and 2 self-contained - has been working very hard to develop lessons for the varied classes,Developing+,Developing+,Developing+,She is beginning to establish herself and develop student behavior,Developing+,Developing+,Developing+,She has begun to share some of her assessments with her students when able to assess her own work,Effective,She accurately assesses her lessons and is constantly looking to improve,Average,
112,3/13/2017 17:19,3/13/2017 17:31,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489439944_58c70cc836efe4.35008135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,98.14.228.190,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,2031,Cohort 27,50968,,M165,,,,,,,,7,,,,,,,,,,N/A,English,3/6/2017,Effective,Effective,Developing+,"The objective outcomes were clear; delivery o f instructions and direction assumes all students are aural learners. While the activities were sequentially ordered, it would have been more effective if the non-fiction element tool was introduced and discussed prior to modeling.",Effective,Effective+,Effective+,"The room and distribution of resource materials is orderly  and maintained throughout the lesson. Students respond immediately to the 'call' for attention, The teacher enjoys a respectable rapport with students and vice versa.",Developing+,Effective,Effective,"Recommend teacher continue to identify and script specific questions that clarify, reinforce and assess student learning.",Effective,The teacher correctly identified the element tool as specific to student understanding in determining the non-fixture elements.,Above Average,
115,3/14/2017 6:08,3/14/2017 6:08,Partial,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489486094_58c7c10e07cac7.13211680,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Cohort 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3/14/2017 6:12,3/14/2017 6:45,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489486374_58c7c2262912c0.51159968,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Cohort 27,50134,,23k363,,,,,,,6,7,8,,,,,,,,,,Science,2/16/2015,Developing+,Developing+,Developing+,"Teacher needs to: 1a:   •	Display solid knowledge of the important concepts in the discipline and how these relate to one another. •	In the teacher's plans and practice, reflect familiarity with a wide range of effective pedagogical approaches in the discipline.  1c:  Reflect several different types of learning and opportunities for coordination. Outcomes take into account the varying needs of groups of students. 1e:  •	Plan for experiences aligned to instructional outcomes and suitable to groups of students with some differentiation.   •	Allot reasonable time allocations for the activities.",Effective,Developing+,Effective,"2c:  Develop consistent, effective classroom routines and procedures.   With minimal guidance and prompting, have students follow established classroom routines.    2d: •	Adjust your response to negative student behavior in a subtle and preventive manner.  •	Guide students toward taking an active role in monitoring their own behavior and that of other students against standards of conduct.",Developing+,Developing+,Developing+,"Teacher needs to:  3b: •	Pose low-level, high-level, and open-ended questions to students designed to promote student understanding and thinking when assessing.  •	Create a genuine discussion among students, providing adequate time for students to respond, stepping aside when appropriate, successfully engaging most students in the discussion, and employing a range of strategies to ensure that most students are heard. 3c: •	Ensure that activities are designed to challenge student thinking, resulting in active intellectual engagement by most students with important and challenging content, and with teacher scaffolding to support that engagement. •	The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.  3d: •	Ensure that formative assessments are regularly used during instruction, through monitoring of progress of learning by teacher and/or students, resulting in accurate, specific feedback that advances learning.  You can use a clipboard with your students' names on which you can check off who understood and who did not as you circulate around the room. •	Show evidence that students appear to be aware of the assessment criteria and that some of them engage in self- assessment.",Developing+,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
117,3/14/2017 6:45,3/14/2017 6:54,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489488317_58c7c9bd6e8662.18405023,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Cohort 27,50855,,K404,,,,,,,6,,,,,,,,,,,,Science,2/2/2017,Developing+,Developing+,Developing+,"The teacher's plan needs to: 1a:  Reflect familiarity with a wide range of effective pedagogical approaches in the discipline. 1c:  Suggest viable methods of assessment and reflect several different types of learning and opportunities for coordination, taking into account the varying needs of groups of students. 1e:  Ensure that the learning activities have reasonable time allocations, with some differentiation for different groups of students.",Developing+,Developing+,Developing+,"Teacher needs to: 2b:  Explicitly conveys that with hard work students can be successful so that students understand their role as learners and consistently expend effort to learn. 	               2c:  Ensure that there is little loss of instructional time due to effective classroom routines and procedures. The teacher's management of instructional groups and/or the handling of materials and supplies are consistently successful. With minimal guidance and prompting, students follow established classroom routines.		            2d:  Subtly monitor student behavior against established standards of conduct.",Developing+,Developing+,Developing+,"Teacher needs to: 3b:  Use a mixture of low-level questions for showing understanding and high-level ones for promoting student thinking and understanding as well as to create a genuine discussion among students, providing adequate time for students to respond, and stepping aside when appropriate.  3c:  Ensure that the pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged. 3d:  Develop a system for monitoring progress of learning and for making students aware of the assessment criteria.",Developing+,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
118,3/14/2017 10:37,3/14/2017 10:51,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489502236_58c8001cbad4c0.59803058,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,98.14.228.190,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,2031,Cohort 27,50038,,MS301,,,,,,,6,,,,,,,,,,,N/A,English,2/16/2017,Developing+,Developing+,Developing+,Teaching and pedagogical skills are developing.,Effective,Effective+,Effective+,Students strive to work toward the standards of expectation. Misbehavior is non-existent.,Effective,Effective,Effective,Transitioning through the lesson are good points to assess learning. Practice is needed in the art and techniques of questioning and discussion.,Developing+,Teacher must develop teaching strategies that combine individual student needs with leadership curriculum mandates.,Above Average,
119,3/14/2017 10:55,3/14/2017 13:09,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489503339_58c8046b94af35.63287396,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,98.14.228.190,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,2031,Cohort 27,50500,,K383,,,,,,,6,,,,,,,,,,,N/A,English,1/27/2017,Effective,Effective,Effective,The lesson opening was strong and components were presented with clarity.,Effective,Effective+,Effective+,Teacher's standards of behavior and expectation are consistently demonstrated. Students are chatty but engaged throughout.,Developing+,Effective,Developing+,Several approaches for engaging students were in effect throughout. Recommend focusing on striking a better balance between the pacing requirement of the TC program model and the time allotted for students to think critically and to summarize their thinking.,Effective,Continuous use of a variety of techniques and re-teaching activities.,Above Average,
120,3/14/2017 11:28,3/14/2017 11:38,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489504942_58c80aae3e4205.33172958,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,69.113.14.134,-73.5963974,40.78979874,United States,Old Westbury,NY,11568,2086,Cohort 28,,51300,X006,,,,,,5,6,,,,,,,CTT/ICT,,,,,Special Education,3/9/2017,Effective,Effective,Effective,,Effective+,Effective,Effective+,,Effective,Effective,Effective,,Effective,,Above Average,
121,3/14/2017 11:38,3/14/2017 11:43,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489505931_58c80e8b9ee7e3.07330810,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,69.113.14.134,-73.5963974,40.78979874,United States,Old Westbury,NY,11568,2086,Cohort 28,,51322,K281,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,3/13/2017,Effective,Developing,Developing,,Developing+,Developing+,Developing+,,Developing+,Effective,Effective,,Effective,,Average,
122,3/14/2017 11:39,3/14/2017 12:12,Complete,,,,English,https://mail.brooklyn.cuny.edu/owa/redir.aspx?SURL=uyvLLhVPs1iWpJX-31ck3h2YoKW-9u4dJyNfs6G_u0btmnFD8,https://mail.brooklyn.cuny.edu/owa/redir.aspx?SURL=uyvLLhVPs1iWpJX-31ck3h2YoKW-9u4dJyNfs6G_u0btmnFD8GrUCGgAdAB0AHAAcwA6AC8ALwB3AHcAdwAuAHMAdQByAHYAZQB5AGcAaQB6AG0AbwAuAGMAbwBtAC8AcwAzAC8AMwAzADMANQAyADcAOQAvAEYARABJAC0AMgAwADEANgAtADEANwAtAEIAQwAtAFIAMwA.&URL=https%3a%2f%2fwww.surveygizmo.com%2fs3%2f3335279%2fFDI-2016-17-BC-R3,1489505969_58c80eb1202a22.38507865,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,74.101.99.9,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,2028,Cohort 28,,51313,K329,,,,,,,6,,,,,,,,Self-contained,,,,Special Education,2/7/2017,Effective,Effective+,Effective,The teacher had knowledge of the subject being taught.  She had several learning activities to ensure the students understanding.  There was some differentation of instruction.  The students worked in small groups.,Effective,Effective+,Effective,The students behavior was appropriate.  The teacher establishing rules which were posted on the board.  There is little loss of intructional time due to misbehavior.,Effective,Effective,Effective,Assessment is used in the classroom.  The teacher walks around the room recording the students progress.  The students are aware of what is expected of them.  The teacher uses questioning to help assess the students understanding of the subject area.,Effective,The teacher made an accurate assessment of her lesson.  She realized that she  must use different methods of assessment thoughtout the lesson.,Above Average,
