Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
38,3/19/2017 11:20,3/19/2017 11:51,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489936795_58cea19b4a3fe6.71428942,"Mozilla/5.0 (iPad; CPU OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 ","Mozilla/5.0 (iPad; CPU OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1",,151.202.40.3,-74.18530273,40.65390015,United States,Elizabeth,NJ,7206,2054,Cohort 27,50202,K102,,,,,4,5,,,,,,,,,,,,N/A,ESL,3/7/2018,Developing,Developing,Effective,Teachers say working on improving his instructional pacing.,Developing+,Developing,Developing,Teacher is working on ways to improve select students behaviors and his classroom management,Developing+,Developing+,Effective,,Effective,Teacher is a reflective practitioner. He seeks out feedback from his supervisor and expresses a willingness to incorporate recommendations to improve his skills and the classroom culture of learning. quality of  quality,Average,
39,3/19/2017 17:56,3/19/2017 18:08,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489960602_58cefe9a0629b3.93432053,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safa","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,24.186.86.173,-73.94629669,40.68090057,United States,Brooklyn,NY,11216,1990,Cohort 27,50999,K549,,,,,,,,,,9,10,11,12,,Self-contained,,,,ESL,3/3/2017,Developing+,Developing+,Effective,,Developing+,Developing,Developing,,Developing,Developing,Developing+,,Effective,,Average,
41,3/19/2017 18:53,3/19/2017 19:07,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489963979_58cf0bcb536cf3.27433129,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 ASW/3.55.2393.561",,70.214.96.25,-73.95030212,40.76250076,United States,New York,NY,10044,1909,Cohort 27,50247,x217,,,,,,,6,7,8,,,,,,Self-contained,,,,ESL,3/1/2017,Developing+,Developing+,Developing+,"She is very creative and enthusiastic, but she needs more structure and organization of ideas and concepts. She also is having difficulty connecting to the Ss core content classes. She is, however, working on these elements.The candidate is humble and recognizes her limitations and wants to learn and grow, but she is severely lacking in grammatical understanding which clearly presents a problem for an ESL teacher.",Developing+,Developing+,Developing+,"Again, the candidate is aware of some disruptive behavior and is trying to come up with solutions to the problems of attendance and certain Ss dominating the class.",Developing+,Developing+,Developing+,,Developing,,Below Average,
42,3/19/2017 19:07,3/19/2017 19:31,Complete,,,,English,https://mail.google.com/mail/u/0/,https://mail.google.com/mail/u/0/,1489963945_58cf0ba90a0a43.32471954,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 ASW/3.55.2393.561",,70.214.96.25,-73.95030212,40.76250076,United States,New York,NY,10044,1909,Cohort 27,50555,x267,,,,,,,6,,,,,,,,Self-contained,,,,ESL,3/8/2017,Developing+,Developing+,Developing+,"The candidate is struggling with connecting her lessons to core content and making sure that the lessons are beneficial. She needs to more precise, structured and organized in her planning of the lessons, but she is consciously working on this. We also discussed some lack in English grammar comprehension, but I think that she is actively seeking to improve in this area as well.",Effective+,Effective,Effective,"The candidate is having some difficulty with classroom management and keeping the class on task, however it has more to do with the shared environment of the co-teacher than her skill in this domain. I have seen the candidate in a classroom where she was alone and she has good, solid classroom manangement practices in place, so we are brainstorming if there are any creative ways that she can still keep her class on track even in an environment that she cannot control.",Effective,Highly Effective,Developing+,The students love this candidate. She has positive and contagious enthusiasm. She also has an entering Arabic speaking student and she is still able to incite participation from her even though it is quite difficult.,Effective+,,Above Average,
43,3/19/2017 21:33,3/19/2017 21:44,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489973597_58cf315d7ac158.02942723,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.90.35.17,-73.90699768,40.83089828,United States,Bronx,NY,10456,1745,Cohort 27,50109,Bronx HS for Business,,,,,,,,,,9,,,,,,SETTS,,,ESL,12/6/2016,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,"Although Steven had mad important improvements by the end of the marking period, he still need some work on keep students on task.",Effective,Developing+,Effective,"Steven is rather level-headed and, as a former journalist, he has a knack for well-crafted questions.",Effective,Steven usually had a clear idea of what worked and where he needed more development.,Top 10%,
45,3/19/2017 21:45,3/19/2017 21:54,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489974340_58cf3444c8cb68.25220937,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.90.35.17,-73.90699768,40.83089828,United States,Bronx,NY,10456,1745,Cohort 27,50633,Angelo Patri MS,,,,,,,,7,,,,,,,Self-contained,,,,ESL,3/3/2017,Developing+,Developing+,Effective,,Developing,Developing,Developing,A lot of work is still needed in this area. The lessons tend to get out of hand because of student behavior.,Developing+,Developing+,Developing+,"This area is considerably affected by student off-task behavior. The teacher is always prepared, but unless she takes control of the class, it is practically impossible to interact meaningfully with students.",Effective,"Martine know where she needs the most improvement, as well as areas when she has made progress over the past several semesters.",Average,
46,3/19/2017 21:54,3/19/2017 22:03,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489974879_58cf365f8f45d7.35871768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.90.35.17,-73.90699768,40.83089828,United States,Bronx,NY,10456,1745,Cohort 27,50080,X 196,,,,3,,,,,,,,,,,Self-contained,,,,ESL,3/2/2017,Developing+,Effective,Effective,,Effective,Effective,Developing+,"In general, Christina has a good grasp on classroom procedures and interacts well with her students. She might need help dealing with on particular student.",Effective,Effective,Effective,"During my visit, students were duly engaged with age and level appropriate materials. Most students responded to her prompts and questions. Interaction conveyed a sense of excitement on the part of students and their teacher.",Effective,"Christina reflected on her lesson during our post-observation conference, explained where she felt she needed improvement and accepted suggestions for improvement. She also identified areas where she had performed as expected.",Top 10%,
47,3/19/2017 22:04,3/19/2017 22:14,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489975444_58cf38944bfa29.06901259,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.90.35.17,-73.90699768,40.83089828,United States,Bronx,NY,10456,1745,Cohort 27,50036,X 196,,,2,,,,,,,,,,,,Self-contained,,,,ESL,2/27/2017,Effective,Effective,Effective,"The lesson plan was well designed with relevant, level and age appropriate materials.",Effective,Developing+,Effective,"Some work might be necessary on transitioning. In general, the class was well managed, and there was a sense that students had internalized a set of routines although they might night some work in some areas.",Effective,Effective,Effective,"Students were appropriately engaged, especially during the oral review of the previous lesson. Some work is needed on monitoring the most challenged students and helping them improve their production.",Effective,"Heather had no trouble identifying areas that needed improvement, as well as those in which she excelled.",Top 10%,
48,3/20/2017 11:01,3/20/2017 11:44,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490022084_58cfeec4b2b564.92990902,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:52.0) Gecko/20100101 Firefox/52.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:52.0) Gecko/20100101 Firefox/52.0,,74.88.67.38,-73.89830017,40.84719849,United States,Bronx,NY,10457,2078,Cohort 27,50762,07X359,,,2,,,,,,,,,,,CTT/ICT,,,,,ESL,02/27/0017,Effective,Developing+,Effective,,Effective,Effective+,Effective,,Developing+,Effective,Effective,,Effective,,Above Average,
50,3/20/2017 12:35,3/20/2017 12:38,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490027702_58d004b698b640.96148153,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safar","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",,66.108.126.94,-73.79689789,40.67589951,United States,Jamaica,NY,11436,1946,Cohort 27,50376,Q475,,,,,,,,,,,,11,12,,,,,,ESL,2/17/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Effective,,Developing+,Developing+,Developing+,,Effective,,Average,
52,3/20/2017 13:05,3/20/2017 13:37,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490029498_58d00bba9c9905.35251755,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/537.86.7",,173.70.213.222,-74.11840057,40.93640137,United States,Fair Lawn,NJ,7410,1986,Cohort 27,50604,K122,,,,,,,,,,,,11,12,,Self-contained,,,,ESL,2/27/2017,Highly Effective,Effective+,Highly Effective,Content objective was appropriately challenging and well supported by different types of learning activities. Differentiation was provided as needed.,Effective+,Highly Effective,Highly Effective,This lesson was a model of mutual respect between students as well as between students and the teacher. The teacher created a positive learning environment while at the same time reinforcing good student behavior.,Effective+,Highly Effective,Effective+,Learning activities were well supported by appropriate scaffolding. Student worksheets were well-designed to elicit feedback both from the instructor and from students peers.,Highly Effective,"The teacher thoughtfully analyzes each component of the lesson. In addition, he attempts to improve his planning by drawing on latest pedagogical theories and best practices. He is very open to trying new ideas and alternative approaches.",Top 10%,
53,3/20/2017 13:10,3/20/2017 13:15,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490029846_58d00d1631e490.02280563,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,67.245.57.252,-73.93190002,40.76110077,United States,Astoria,NY,11106,2088,Cohort 27,50042,Q014,,,,,4,,,,,,,,,,Self-contained,,,,Bilingual,2/15/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,,Average,
55,3/20/2017 13:16,3/20/2017 13:22,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490030204_58d00e7c74e4f1.46192591,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,67.245.57.252,-73.93190002,40.76110077,United States,Astoria,NY,11106,2088,Cohort 27,51021,Q150,,,2,,,,,,,,,,,,,,,,Bilingual,2/16/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective+,,Average,
56,3/20/2017 13:22,3/20/2017 13:24,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490030538_58d00fcaa1a5d7.08090153,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,67.245.57.252,-73.93190002,40.76110077,United States,Astoria,NY,11106,2088,Cohort 27,50857,Q204,,,,,,,6,,,,,,,,,,,,Bilingual,2/16/2017,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,,Above Average,
58,3/20/2017 13:41,3/20/2017 14:41,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490031457_58d01361507f02.87919130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/537.86.7",,173.70.213.222,-74.11840057,40.93640137,United States,Fair Lawn,NJ,7410,1986,Cohort 27,51186,K537,,,,,,,,,,,10,11,12,,Self-contained,,,,ESL,3/2/2017,Highly Effective,Effective+,Highly Effective,Language objective was clearly defined and well integrated with the content objective. Differentiation was built into the lesson plan as well as provided on-the-spot to accommodate students' needs during an activity.,Effective+,Highly Effective,Highly Effective,"The teacher conveys genuine caring for the students, while gently but firmly maintaining order and discipline. The students respond well to the teacher's encouraging attitude by taking risks with the language. The teacher is very responsive to individual student needs.",Effective+,Highly Effective,Effective+,"Activities were well supported by appropriate scaffolding. The teacher engaged most of the students in the class discussion using various methods, including encouraging students to bring their own cultural associations to the discussion.",Highly Effective,The teacher carefully reflected on this lesson's strengths and weaknesses and made suggestions for future improvements. I was also pleased to see the progress this Fellow has made in both teaching skill and self-reflection since last semester.,Top 10%,
59,3/20/2017 14:43,3/20/2017 15:26,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1490035267_58d02243dc7c94.26303124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/537.86.7",,173.70.213.222,-74.11840057,40.93640137,United States,Fair Lawn,NJ,7410,1986,Cohort 27,50296,K223,,,,,,,6,,,,,,,,Self-contained,,,,ESL,2/14/2017,Highly Effective,Effective,Effective,"The teacher incorporated solid pedagogical practices into all aspects of the lesson plan; however, some beginning ELLs could have benefitted from additional questioning to ensure comprehensibility. In addition, the lesson activity, a debate, needed questions with richer content to further engage all students.",Highly Effective,Highly Effective,Highly Effective,"The teacher creates a lively, high-energy classroom environment that promotes participation and peer-to-peer support. Many of the teacher's classroom management techniques seem second nature both to her and to her students, who are extremely well-behaved.",Effective+,Effective,Effective+,"The teacher asked students to elaborate on their answers in a way that pushed both content and thinking skills. At the same time, as noted above in Domain 1, lower-level ELLs could have benefitted from additional questioning to promote engagement in the task and assess their learning.",Highly Effective,The teacher was able to honestly assess the strengths and weaknesses of this lesson. She took an active role in devising strategies for revising the activities for subsequent lessons.,Above Average,
