Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 28 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
62,3/7/2017 15:36,3/7/2017 15:45,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488918941_58bf199d9e8442.05871413,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.73.135.225,-73.96800232,40.75880051,United States,New York,NY,10022,1825,Cohort 27,50593,,M182,,1,,,,,,,,,,,,,,,,,Bilingual,3/7/2017,Effective,Effective,Effective,When planning instruction for ELL or SPED students ensure all appropriate scaffolds are in place prior to instruction.,Effective,Effective,Effective,Use positive reinforcement as needed to address students' behavior.,Developing+,Effective,Effective,"To further engage all students during questioning, use No Opt Out techniques and begin implementing discussion techniques.",Effective,Ms. Bueno Pena continues to accurately assess the effectiveness of her lessons and provide suggestions for further improvement.,Average,
63,3/7/2017 15:45,3/7/2017 16:23,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488919519_58bf1bdf3a3f30.69523702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.73.135.225,-73.96800232,40.75880051,United States,New York,NY,10022,1825,Cohort 27,50973,,M182,,,,,4,,,,,,,,,,,,,,Bilingual,3/7/2017,Developing+,Developing+,Effective,Continue to become more familiar with the academic language relating to the subject being taught.  Implement varied instructional approaches to teaching content.,Effective,Developing+,Effective,Ensure all instructional materials provide the maximum benefit when implementing instruction.,Developing+,Effective,Effective,"Script questions in advance of instruction to ensure varied questioning is used throughout instruction.  Use precise academic language throughout instruction.  When presenting information during whole group instruction, ensure it is visible to all students.",Developing+,Cynthia continues to develop her content knowledge in an effort to improve her teaching practices.,Average,
64,3/7/2017 19:54,3/7/2017 19:58,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488934480_58bf56500cd201.34856087,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50852,,x440,,,,,,,,,,,10,11,,,,,,N/A,ESL,2/10/2017,Developing+,Effective,Developing+,,Effective,Developing+,Developing+,,Developing+,Effective,Effective,,Effective,,Average,
65,3/7/2017 19:58,3/7/2017 20:02,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488934718_58bf573ea6ede1.54208803,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50830,,x440,,,,,,,,,,9,,,,,,,,N/A,ESL,2/10/2017,Effective,Developing+,Developing+,,Effective,Developing+,Developing+,,Developing+,Developing+,Developing+,,Effective+,,Average,
66,3/7/2017 20:02,3/7/2017 20:06,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488934957_58bf582d5a6e30.63917548,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,51099,,x351,,,,,,,,,,,10,,,CTT/ICT,,,,,ESL,2/10/2017,Effective,Effective,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Average,
67,3/7/2017 20:06,3/7/2017 20:10,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488935182_58bf590e073f36.89632185,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50003,,x440,,,,,,,,,,9,10,,,,,,,N/A,ESL,2/10/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Developing+,,Effective+,,Above Average,
68,3/7/2017 20:10,3/7/2017 20:20,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488935418_58bf59fab3c4c8.78602050,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50162,,x351,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,2/10/2017,Developing+,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective,,Average,
69,3/7/2017 20:20,3/7/2017 20:28,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488936051_58bf5c734c3c05.89124930,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50982,,x509,,,,,,,,,,,10,,,,,,,N/A,ESL,2/16/2017,Developing+,Developing,Developing+,,Developing+,Developing+,Developing,,Developing+,Effective,Developing+,,Effective,,Average,
70,3/7/2017 20:29,3/7/2017 20:34,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488936505_58bf5e39eba977.82161102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50922,,x265,,,,,,,,,,9,,,,,,,,N/A,ESL,2/16/2017,Effective,Developing+,Effective,,Effective,Developing+,Effective,,Effective,Developing+,Developing,,Effective,,Above Average,
71,3/7/2017 20:34,3/7/2017 20:41,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488936853_58bf5f95d41124.80529223,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 28,,51236,x089,,,,,4,,,,,,,,,,,,,N/A,Special Education,2/13/2017,Developing+,Developing+,Developing+,,Effective,Ineffective,Developing,,Developing+,Developing+,Developing,,Effective,,Average,
72,3/7/2017 20:41,3/7/2017 20:45,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488937301_58bf615503d858.81407578,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 28,,51242,x440,,,,,,,,,,,,11,,,,,,N/A,ESL,2/10/2017,Developing+,Developing+,Developing+,,Developing+,Developing,Developing,,Developing+,Developing+,Developing,,Effective,,Average,
73,3/7/2017 20:45,3/7/2017 20:50,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488937505_58bf622163ad01.19823606,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 28,,51243,q019,,1,,,,,,,,,,,,,,,,,ESL,2/15/2017,Developing+,Developing+,Developing+,,Effective,Effective,Developing+,,Effective,Effective,Developing,,Effective,,Average,
74,3/7/2017 20:50,3/7/2017 21:02,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488937819_58bf635b8d72e8.34639284,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 28,,51260,x556,,,,,,,6,,,,,,,,,,,,ESL,2/17/2017,Developing+,Developing+,Developing,,Effective,Developing,Developing,,Developing,Effective,Effective,,Effective,,Average,
75,3/7/2017 21:03,3/7/2017 21:08,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488938581_58bf6655b700f0.06327534,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,50377,,x089,,,,,4,,,,,,,,,,,,,N/A,Bilingual,2/16/2017,Effective,Effective,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Above Average,
76,3/7/2017 21:08,3/7/2017 21:13,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488938914_58bf67a23c68a4.02409192,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",,98.116.120.22,-73.96800232,40.75880051,United States,New York,NY,10022,2061,Cohort 27,51128,,x468,,,,,,,6,,,,,,,,Self-contained,,,,Special Education,2/16/2017,Effective,Effective,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Average,
77,3/8/2017 13:50,3/8/2017 13:55,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488999021_58c0526d4b7293.57858695,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,70.214.68.46,-73.93609619,40.67139816,United States,Brooklyn,NY,11213,1782,Cohort 28,,51245,K598,,,,,,,6,7,,,,,,,Self-contained,,,,ESL,3/8/2017,Developing+,Developing+,Developing+,Nathalie uses visuals and connects to the students countries in lessons. She willplan o,Developing+,Developing+,Developing+,Nathalie works with very few students and will work on classroom expectations for individual students in small group space.,Developing,Effective,Developing+,Nathalie uses games and visuals to creatively engage students in learning. She will work on question scaffolding.,Highly Effective,Nathalie actively seeks support and feedback in instruction.,Average,
78,3/8/2017 13:56,3/8/2017 14:01,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1488999362_58c053c2711ab3.79953043,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,70.214.68.46,-73.93609619,40.67139816,United States,Brooklyn,NY,11213,1782,Cohort 28,,51275,K234,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,3/8/2017,Developing+,Developing+,Developing+,Julian has a great relationship with his co teacher. He provides individualized support and small group instruction in accessible ways.,Developing+,Developing+,Developing+,Julian rotates the room while the lead teacher is teaching to support in the redirection of student behavior.,Developing+,Developing+,Developing+,Julian will work on making tasks such as political cartoon analysis accessible for students through current examples.,Highly Effective,Julian seeks support and feedback,Average,
79,3/8/2017 14:18,3/8/2017 14:36,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489000685_58c058ed98f734.00965324,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.73.135.225,-73.96800232,40.75880051,United States,New York,NY,10022,1825,Cohort 27,50877,,M500,,,,,,,,,,9,10,,,CTT/ICT,,,,,Special Education,3/8/2017,Effective,Effective,Effective,Modify instructional outcomes as needed to appropriately challenge all students.,Effective,Effective,Effective,Provide differentiated support for students with specific behavior issues.  Ensure procedures are in place to update students arriving to class late.,Developing+,Effective,Effective,"Engage all students with the lesson concepts throughout instruction using varied teacher practices to include teacher questioning, 1-1 feedback, & cooperative group work  Provide more emphasis on academic language throughout instruction, starting with the lesson introduction.",Effective,Naif is a highly reflective teacher who has shown steady growth in becoming more familiar with the content he teaches.  He provided an accurate assessment of the effectiveness of this lesson and offered relevant suggestions for improvement.,Average,
80,3/8/2017 16:02,3/8/2017 16:08,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489006912_58c0714030c339.81075560,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,67.247.34.92,-73.96530151,40.80059814,United States,New York,NY,10025,1802,Cohort 27,50763,,M369,,,,,,,,,,,10,,,,,,,N/A,Spanish,3/8/2017,Ineffective,Developing,Ineffective,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,,Below Average,
81,3/8/2017 16:24,3/8/2017 16:35,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489008245_58c07675bb5b71.27131076,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,68.132.202.183,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,1835,Cohort 27,50836,,X046,,,,,4,,,,,,,,,,,,,,Bilingual,3/8/2017,Effective+,Effective+,Effective,"We discussed additional differentiation for new comers, entering bilinguals.",Effective,Effective+,Highly Effective,,Effective,Effective+,Effective,,Developing+,,Top 10%,
82,3/8/2017 20:59,3/8/2017 21:25,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489024772_58c0b704b52e67.33433484,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1929,Cohort 27,51058,,6m328,,,,,,,,7,,,,,,,,,,,Bilingual,3/8/2017,Effective,Effective,Effective,Teacher's plans and practice reflect accurate understanding of prerequisite relationships among topics and concepts.Most outcomes represent rigorous and important learning in the discipline.The lesson or unit has a clear structure with appropriate and varied use of instructional groups.,Effective,Effective,Effective,"The classroom culture is a cognitively busy place where learning is valued by all with high expectations for learning the norm for most students.  There is little loss of instructional time due to effective classroom routines and procedures.  Teacher response to student misbehavior is consistent, proportionate and respectful to students and is effective.",Effective,Effective,Effective,"While the teacher may use some low-level questions, he or she poses questions to students designed to promote student thinking and understanding.  The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.  Questions/ prompts/ assessments are used to diagnose evidence of learning.",Effective,Teacher makes a few specific suggestions of what could be tried another time the lesson is taught.,Above Average,
83,3/8/2017 21:26,3/8/2017 21:44,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489026392_58c0bd58248cd6.04424362,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1929,Cohort 27,50495,,6M366,,,2,,,,,,,,,,,,,,,,Bilingual,3/8/2017,Developing+,Developing+,Developing+,Teacher's plans and practice reflect a limited range of pedagogical approaches to the discipline or to the students.  Outcomes represent moderately high expectations and rigor,Effective,Developing+,Effective,"Classroom interactions support learning and hard work.  With minimal guidance and prompting, students follow established classroom routines.",Developing+,Developing+,Developing+,The teacher attempts to frame some questions designed to promote student thinking and understanding. Teacher makes general suggestions about how a lesson could be improved.,Developing+,Teacher has a generally accurate impression of a lesson's effectiveness and the extent to which instructional outcomes were met.,Average,
84,3/9/2017 9:32,3/9/2017 9:39,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489069938_58c1677299dd87.31581136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",,74.64.97.5,-73.97750092,40.79579926,United States,New York,NY,10024,1841,Cohort 27,50566,,M311,,1,,,,,,,,,,,,,,,,,Bilingual,3/7/2017,Effective,Effective,Effective,Teacher displayed a solid knowledge of the important concepts and outcomes represented rigorous and important learning in the discipline.,Effective,Effective,Effective,There is little loss of instructional time due to effective classroom routines and procedures.  Student behavior was generally appropriate and monitored by the teacher,Effective,Effective,Effective,"The teacher used by lower, middle and higher levels of questions.  Differentiation was utilized in the classroom",Effective,Teacher made an accurate assessment of the lesson's effectiveness and the extent to which it achieved its instructional outcomes.  Teacher made suggestions and was open to Field Consultant's suggestions.,Above Average,
85,3/9/2017 9:40,3/9/2017 9:48,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489070448_58c169702bf324.71293302,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",,74.64.97.5,-73.97750092,40.79579926,United States,New York,NY,10024,1841,Cohort 27,51081,,M311,,,2,,,,,,,,,,,,,,,,Bilingual,3/7/2017,Effective,Effective,Effective,Teacher displayed a solid knowledge of the important concepts in this math instruction.  Outcomes were rigorous and important learning was demonstrated Resources were designed as a series of learning experiences and the activities were given reasonable time allocations.,Effective,Effective,Effective,Classroom interactions supported learning and hard work.  Little instructional time was lost due to effective classroom routines and procedures.,Effective,Effective,Effective,Questioning was leveled and all students were involved in the instruction.  The learning tasks and activities were aligned with the instructional outcomes and were designed to challenge student thinking.,Effective,The teacher made an accurate assessment of the lesson's effectivess and the extend to which it achieved its instructional goals.  Teacher made suggestions and accepted Field Consultant's suggestions,Above Average,
86,3/9/2017 9:49,3/9/2017 9:50,Partial,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489070892_58c16b2ca631b4.57483125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",,74.64.97.5,-73.97750092,40.79579926,United States,New York,NY,10024,1841,Cohort 27,50859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3/9/2017 9:50,3/9/2017 9:56,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489071040_58c16bc0040c14.25299512,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",,74.64.97.5,-73.97750092,40.79579926,United States,New York,NY,10024,1841,Cohort 27,50859,,M311,,,,3,,,,,,,,,,,,,,,Bilingual,3/7/2017,Effective+,Effective+,Effective+,"Teacher displays solid knowledge of the important concepts int he discipline and how these relate to one another.  Teacher coordinated knowledge of content, of students, and of resources to design a series of learning experiences alligned to instructional outcomes and suitable to groups of students",Effective+,Effective+,Effective+,The classrrom culture is a cognitively busy place where learning is valued by all with high expectations for learning.  Student behavior is entirely appropriate.,Effective+,Effective+,Effective+,Questioning was differentiaed and questions were designed to promote student thinking and understanding.  Assessment was utilized throughout the lesson and monitoring of progress was continual.,Effective+,Teacher mad a thoughtful and accurate assessment of the lesson's effectiveness and the extent to which it achieved its goals.  Teacher made suggestions and listened to suggestions from the Field Consultant,Top 10%,
