Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
46,2/15/2017 14:33,2/15/2017 14:37,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487187218_58a4ad12bf7c60.48283112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50415,01M378,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,1/9/2014,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,,Average,
47,2/15/2017 15:07,2/15/2017 15:09,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487189157_58a4b4a5a42155.66215233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50461,K464,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,12/19/2016,Effective,Effective,Effective,,Effective+,Effective+,Effective,,Effective,Effective,Effective,,Effective+,,Above Average,
48,2/15/2017 15:09,2/15/2017 15:11,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487189380_58a4b5849bba63.41635253,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,24.90.204.46,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,621,Cohort 27,50461,K464,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,2/13/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective,,Effective,Effective+,Effective,,Effective+,,Above Average,
49,2/15/2017 15:30,2/15/2017 15:32,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487190541_58a4ba0d38a731.00532647,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50415,01M378,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/3/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Highly Effective,,Average,
50,2/15/2017 15:34,2/15/2017 15:37,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487190851_58a4bb43305bf6.26277455,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50188,01M539,,,,,,,,,,9,10,11,,,,SETTS,,,Special Education,11/22/2016,Developing+,Developing+,Developing+,,Developing+,Developing+,Effective,,Developing,Developing,Developing,,Developing+,,Average,
51,2/15/2017 15:38,2/15/2017 15:45,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487191094_58a4bc369c3454.04470668,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50188,01M539,,,,,,,,,,,,11,12,CTT/ICT,,,,,Special Education,1/31/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
52,2/15/2017 15:46,2/15/2017 15:55,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487191547_58a4bdfbf178f2.57590991,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50256,14K610,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/10/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Below Average,
53,2/15/2017 16:05,2/15/2017 16:11,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487192169_58a4c06906e727.18189913,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50256,14K610,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,1/17/2017,Developing+,Developing,Developing+,,Developing+,Developing+,Developing+,,Developing,Developing+,Developing+,,Developing+,,Below Average,
54,2/15/2017 16:16,2/15/2017 16:19,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487193390_58a4c52e857f74.06300105,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50474,14K610,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/10/2017,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
55,2/15/2017 16:19,2/15/2017 16:25,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487193587_58a4c5f35644d6.73033938,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50474,14K610,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/17/2017,Developing+,Developing+,Developing+,,Effective,Effective,Effective+,,Developing,Developing,Developing+,,Developing+,,Average,
56,2/15/2017 16:25,2/15/2017 16:28,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487193933_58a4c74dac7bd4.16523447,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50708,21K410,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/20/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
57,2/15/2017 16:29,2/15/2017 16:44,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487194155_58a4c82bd2ba08.49474553,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50409,15K423,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/4/2017,Highly Effective,Effective+,Effective+,,Effective,Effective+,Effective,,Effective,Effective,Effective,,Effective+,,Above Average,
58,2/16/2017 11:27,2/16/2017 11:38,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487262464_58a5d3008b8f54.54311305,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.50.246,-73.93969727,40.60089874,United States,Brooklyn,NY,11229,1808,Cohort 27,50352,K281,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/16/2017,Highly Effective,Highly Effective,Highly Effective,"This was a well thought out and planned Math lessonon the calculation of "" unit rates."" The Teaching Fellow displayed a significant knowledge of the discipline, and she used "" Real World"" problems to engage her class. Her pacing was urgent, yet perfect. She finished this leson with an "" Exit Ticket"" assessment.",Highly Effective,Highly Effective,Highly Effective,"The Teaching Fellow's class was totally engaged in learning. The strategies and activities reflected differentiated instruction. Her class was well behaved and respectful. She had students go to the board and figure out problems, but they had to verbally explain their answers. I was totally impressde with thei Teaching Fellow's growth. She was higly effective today.",Highly Effective,Highly Effective,Highly Effective,"The Teaching Fellow assessed from the "" Do Now' through the ""Exit Ticket.""",Highly Effective,I am quite proud of this Fellow's growth and commitment to her students,Top 10%,
59,2/16/2017 18:01,2/16/2017 18:04,Complete,,,,English,https://mg.mail.yahoo.com/neo/launch?.partner=sbc&action=compose&mrdparam=DxpMDiVyn3MFJ78llEA8te.FvI,https://mg.mail.yahoo.com/neo/launch?.partner=sbc&action=compose&mrdparam=DxpMDiVyn3MFJ78llEA8te.FvIBbkO1nRbmDuUAyIpmsIqiWOY1t78FQvURA3lLtbg--,1487286099_58a62f53eff949.34403629,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.225.210,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,623,Cohort 27,50814,K667,,,,,,,,,,,,,12,CTT/ICT,,,,,Special Education,2/16/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,N/A,,Effective,,Average,
60,2/17/2017 10:29,2/17/2017 10:38,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487345360_58a716d0e21956.75702375,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.50.246,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,1808,Cohort 27,51097,K228,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/17/2017,Effective+,Effective+,Effective+,"This was a hands-on science lesson that the Teaching Fellow's strategies, activities, alignment, engagement, and discipline knowledge were noteworthy and effective. I see significant growth in this Fellow.",Effective+,Effective,Effective+,"The Fellow's class was respectful and well behaved. They were engaged in the hands-on learning activity, and for the most part, procedures were fine. However, there was a little chaos at the end of the lesson, but that was mostly the general education teacher's fault.",Effective,Effective+,Effective,The Fellow's line of questioning was both convergent and divergent. Every student was engaged in this lesson.,Effective+,"As previously mentioned, this Teaching Fellow has grown. She laughs with students, her body language is positive, and her overall presence is excellent. She cares about these kids.",Above Average,
61,2/17/2017 13:19,2/17/2017 13:25,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487354872_58a73bf8cfc4f7.48784393,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1944,Cohort 27,50722,22K535,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,2/16/2017,Effective+,Effective,Effective,,Effective+,Effective+,Effective+,,Effective+,Effective,Effective,,Effective+,,Above Average,
62,2/17/2017 14:09,2/17/2017 14:23,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487358525_58a74a3d589932.62011284,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50083,X267,,,,,,,,,,,,11,,,Self-contained,,,,Special Education,02/17/0017,Developing+,Developing,Developing+,,Developing+,Developing+,Effective,,Developing,Developing,Developing,,Effective,,Average,
63,2/17/2017 14:25,2/17/2017 14:35,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487359505_58a74e119bb0e5.20329511,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,51197,X267,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,02/17/0017,Developing+,Developing+,Developing+,,Effective,Effective,Effective,,Developing,Developing+,Developing,,Effective,,Average,
64,2/17/2017 16:33,2/17/2017 16:36,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487367205_58a76c2547c157.44923598,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.225.210,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,623,Cohort 27,50753,K667,,,,,,,,,,,10,11,12,,Self-contained,,,,Special Education,2/17/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Developing+,Developing+,N/A,,Developing+,,Average,
65,2/18/2017 21:05,2/18/2017 21:35,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487469898_58a8fd4a76c641.58829866,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50306,X505,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,2/15/2017,Developing,Developing,Developing,I believe you know what you want to your students to know but are having trouble figuring out how to get them there. Your lessons are planned and I can see the steps you want to lead the class through but the most important part is missing. That is the students understanding and retaining the information. The is much too much information in each lesson. You may feel good about keeping up with curriculum but if the students can't take the information with them it doesn't do them any good. I sent you some links that might help you to broaden your lesson or give you some ideas.,Developing,Effective,Effective,"I need to see excitement in the lesson. This comes from you as the deliverer of the instruction. It's very hard exciting a class of 2 or 3 students, but if it doesn't start with the teacher the students will not be able to pump any life into the class. Your class likes you and will do whatever you ask them to do. If you accept a bare minimum, that is all they will give. The more you ask of them, the more they will give. This is an area of strength. You are very good at setting up and managing the classroom procedures from beginning to end which leads to no wasted time.  Absolutely no behavior problems are exhibited in your class.",Developing,Developing,Developing,"There was very little interaction between you and the students. In reviewing the Do Now, they discussed their answers and you were very encouraging in getting them to give full sentences but there needs to be a lot more interaction in the class. As we discussed many of your worksheets do not allow the students to think on their own. There is a lot of filling in the blanks which I understand is a good way for the class to get notes, but they can't seem to get past the coping of text when they need to answer questions in their own words. I would like to see discussion between the students and talk of the text read. I loved your annotated notes summary sheet that was on the smart board as the students were (silently) reading the text. This could have been used as an assessment if you reviewed what they annotated on their pages. Was there words they didn't know? What where the important themes discussed? What did they think they needed to know? These are some good questions that I would have liked to have known the answers too.  We not only need to have assessment threaded throughout the lesson, but the student need to be told how they are doing. I didn't see enough of this.",Developing,I need to get more specific examples on how you would change your lesson to make it more effective. Not being able to find enough information on a topic is not enough. You have to start thinking outside of the box… what else can you do to add to your lesson. Tap into your creativity and come up with some ideas that will add to your lessons.,Below Average,
66,2/18/2017 21:45,2/18/2017 21:53,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487472173_58a9062d9fda51.13806826,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50969,X434,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,2/13/2017,Effective+,Effective+,Effective+,"Your lesson began with a Do Now where the class needed to look at a picture and respond with a See, Think and Wonder. This same picture was used later in the lesson where the class got to reflect on their response vs the meaning of the picture. Your objectives for the class 	Connect the black death with the Bubonic Plague as one in the same disease  	The steps in how it was transmitted and spread 	The connection between the Do Now and the lesson 	Negative affect of the Bubonic Plagued   	Benefits derived from the Bubonic Plague Your handouts are thoughtfully done which you put together by using the instructional content mandated for this 9th grade Global class. The modifications give the students just the right amount of information that they can retain and build upon in the next lesson.",Effective+,Effective+,Effective+,"By teaching bell to bell and keeping your class at an excellent pace, the students are encouraged and motivated to learn. Your enthusiasm in teaching transfers to the students wanting to learn.  Vincent has been a difficult student each time I have visited your class. He talks out, often says things for shock value and uses inappropriate language. Each time Vincent acted out, you put him in check. Today after a few attempts, with each time escalating to the next step you would take, you had to have a private word with him outside your door. Vincent is a bright young man but this setting is not the correct one for him which I have mentioned to you. For Vincent's sake, I hope he is properly re-evaluated and placed in a more appropriate place.  Joshua had his head on his desk and did not respond to me coming over to him but I felt something was up with him as every other time he has been involved with the class. By the end of the class you were able to pull him into the lesson which I attribute to your ability to be in tune with each student in your class. During our meeting you shared with me Joshua was about to fight with Steve prior to your class. I wouldn't have known this as Steve was extremely involved in your lesson and amazing in class. This again I credit to your ability to have the students leave their problems at the door and enter into the lesson. Well done!!!",Effective+,Effective+,Effective+,Your questioning techniques are excellent and often lead from one student answering to another picking up on that answer and offering more. You always have good discussions going on in your class. Today Vincent answered a question with something that could have been inappropriate but you put a spin on it by changing the wording to make it work in the lesson. Your students feel safe and valued which gives them the confidence to engage in discussion. You have a very good sense of who your students are and how to pull them in or pull back when necessary. This was evident in how you worked with Joshua today. At just the right time you noticed when he was able to let go of what was bothering him and got him to answer a question involving him in the discussion.  You are constantly assessing your class both in their written work whic,Effective+,"You felt you held the hands of the students by how you structured the lesson. I beg to differ. A well-structured lesson gives the class the ability to learn, provide discussions and reign them in when necessary. This is exactly what I observed today.",Top 10%,
67,2/18/2017 21:55,2/18/2017 22:04,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487472942_58a9092e40f5f9.51603414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50689,X438,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,2/13/2017,Developing+,Developing+,Developing+,Your 6th period self-contained class is reading Tim O'Brien's The Things They Carried. Unfortunately there are only two students in this class who are often there on different days. One student was working on one part of the lesson while another was working on a different section. You were working with both students on the parts of the lesson they were one. This gave the class the feeling of a setts class rather than a self-contained class.,Developing+,Developing+,Developing,"The two young men didn't particularly want to be there but once they were in the class, they did their work. Even though there were only two students they both presented behaviors that needed to be put in check which you did. With only two students you should not be seeing these behaviors. You need to set limits and expectations. Students cannot walk in and out of class as they please. Have a late book set up that must be signed by any student that walks in after the late bell. If a student goes to the bathroom, they should sign out and MUST take a bathroom pass with them. Some of the behaviors you are seeing in this class are seen in a larger scale in your elective English class.",Developing,Developing+,Developing+,"Your questions need to be broader which will help the class in forming better responses. Your questions encourage one word answers. To help encourage the student to give more than one word answers encourage the students to give you more instead of feeding them the answers. Once you settled the boys down, they did their work. The material you provided to the class breaks the lesson into bite size pieces which helps assess where the student is in the learning process.",Developing+,You were pleased with how Jermain was on task. He showed he had read the section of the book and he was able to answer the questions. For Edwin you would have him go back and pick out examples to give his answers more validity.,Average,
68,2/18/2017 22:05,2/18/2017 22:06,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487473550_58a90b8ed82090.44310614,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,51127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
